timestamp,universe_id,model_version,w1_energy,w2_drought,w3_rebellion,w4_policy,w5_social,despair_rate,rebellion_sentence_weight,natural_death_rate_quarterly,threshold,intervention_type,intervention_quarter,intervention_threshold,intervention_coverage,intervention_applied,n_promoted,mean_despair_pre,mean_despair_post,drought_enabled,n_voyages_sampled,n_agents,total_gdp,peak_mutiny,collapse_quarter,final_mortality
1786434325756,4074,v1,0.0394,0.5871,0.2758,1.855,0.5962,0.032,0.0512,0.003463,0.643,1,5,53.77,0.587,1,4063,4.0,1.257,0,30,6025,293517.4,28.21,16,12.95
1786434329175,4075,v1,0.0787,0.6168,0.1144,1.605,0.8818,0.032,0.0912,0.00348,0.594,1,13,71.97,0.726,1,5347,12.0,1.621,0,30,6449,360257.5,13.53,-1,13.29
1786434331893,4076,v1,0.0586,0.7013,0.1319,1.8435,0.2049,0.032,0.0641,0.002063,0.664,0,14,26.99,0.572,1,2869,13.0,8.101,0,30,6620,283578.5,50.03,15,8.28
1786434316351,4077,v1,0.0382,0.3439,0.4469,2.4154,0.8702,0.032,0.1737,0.003381,0.614,1,20,64.67,0.75,1,847,15.136,13.021,0,30,6389,197679.4,90.42,14,12.77
1786434318612,4078,v1,0.067,0.5728,0.1138,2.309,0.8917,0.032,0.1578,0.00351,0.624,1,8,22.78,0.629,1,4265,7.0,1.741,0,30,5837,301958.4,24.06,15,13.43
1786434320999,4079,v1,0.042,0.8751,0.3101,1.3218,0.8626,0.032,0.2054,0.00272,0.69,1,15,32.75,0.975,1,5202,14.0,0.0,0,30,5409,314208.8,0.0,-1,10.7
1786434323113,4080,v1,0.0431,0.664,0.4016,2.454,0.2925,0.032,0.1985,0.001807,0.656,1,35,78.9,0.361,1,0,18.793,18.793,0,30,6156,184428.9,92.83,16,6.66
1786434324516,4081,v1,0.0393,0.4856,0.32,0.9176,0.5487,0.032,0.1876,0.003405,0.582,0,34,62.91,0.928,1,0,13.771,13.771,0,30,6165,117485.7,87.27,9,13.64
1786434327781,4082,v1,0.0717,0.42,0.4131,2.2225,0.3492,0.032,0.1768,0.002599,0.707,1,11,99.67,0.924,1,6421,10.0,0.0,0,30,6579,360082.1,0.0,-1,9.99
1786434329735,4083,v1,0.079,0.4901,0.4367,1.24,0.679,0.032,0.2191,0.003175,0.617,0,31,89.23,0.477,1,0,16.005,16.005,0,30,6430,162894.1,87.89,13,12.02
1786434317223,4084,v1,0.0727,0.3028,0.4445,0.8685,0.4563,0.032,0.0977,0.001787,0.632,1,10,72.72,0.955,1,5717,9.0,0.0,0,30,5811,322434.3,11.98,-1,6.88
1786434319045,4085,v1,0.044,0.2228,0.1646,1.5586,0.7155,0.032,0.2209,0.003516,0.599,0,21,24.41,0.739,1,533,15.026,13.808,0,30,6021,169714.8,83.86,14,12.69
1786434321439,4086,v1,0.0732,0.3477,0.4081,1.7271,0.764,0.032,0.1774,0.002211,0.601,0,10,70.46,0.431,1,1429,9.0,7.485,0,30,6744,229628.5,72.9,13,8.93
1786434323170,4087,v1,0.0398,0.9019,0.4526,1.1194,0.718,0.032,0.1345,0.001736,0.609,0,31,37.7,0.409,1,0,15.388,15.388,0,30,6104,147377.5,91.82,12,6.78
1786434325609,4088,v1,0.078,0.4714,0.3403,1.6521,0.6697,0.032,0.0562,0.002861,0.705,1,12,39.58,0.877,1,5909,11.0,0.0,0,30,6109,358949.5,0.0,-1,10.72
1786434328821,4089,v1,0.0191,0.5671,0.1681,2.4223,0.535,0.032,0.2217,0.001746,0.701,0,17,38.68,0.906,1,3235,16.0,8.082,0,30,5900,334424.0,13.8,-1,6.83
1786434330550,4090,v1,0.0755,0.9851,0.138,1.9509,0.6869,0.032,0.1454,0.002301,0.59,1,15,38.12,0.979,1,268,14.0,13.328,0,30,5778,162624.0,95.2,14,8.65
1786434318088,4091,v1,0.0155,0.5414,0.4398,1.6646,0.7388,0.032,0.2452,0.003146,0.624,1,13,63.21,0.508,1,4740,12.0,3.135,0,30,6636,319546.9,23.15,15,11.75
1786434320040,4092,v1,0.0211,0.9439,0.2969,1.7813,0.2005,0.032,0.2482,0.002255,0.648,0,31,64.59,0.865,1,0,18.651,18.651,0,30,7275,220075.7,84.22,16,8.74
1786434323195,4093,v1,0.0579,0.4097,0.2469,1.9421,0.4771,0.032,0.125,0.001498,0.69,1,14,59.62,0.656,1,5941,13.0,0.621,0,30,6367,368315.2,4.01,-1,5.84
